latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,latitude_dd,longitude_dd,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
38.79049,-75.250603,2022 Ian,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Not marked,RT-GNSS,NAD83,Chris Lewis,Chris Lewis,DESUS32519,Bracket on south side of Broadkill River on old Bridge abutment,Priority 1 (network or time critical),"North Atlantic, SWaTH",DE,Sussex County,,Yes,38.790987,-75.250803,43753,Broadkill River,32519,325,4,3,,38.79049,-75.250603,10/5/2022 5:00:00 AM,3.28,2,6,Right,,8,,6,,,Riverine,10/5/2022 5:00:00 AM,0,2,917,917,0.13,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.031574,-80.916203,2022 Ian,Debris,Fair: +/- 0.20 ft,NAVD88,Level Gun,Patrick Ryan,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLVOL03145,New Smyrna Beach Fishing Pier,,South Atlantic,FL,Volusia County,0,No,29.0314333333333,-80.9159,43754,Indian River,3145,325,2,3,"Line of debris (leaves, branches, dirt) in grass West of pavilion and North of the fishing pier. Stake and flagging used.",29.031574,-80.916203,10/2/2022 4:00:00 AM,0.75,2,2,N/A,27069,7,0,4,14456,,Coastal,10/2/2022 4:00:00 AM,1,4,105,105,,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.03202,-80.91635,2022 Ian,Debris,Fair: +/- 0.20 ft,NAVD88,Level Gun,Patrick Ryan,Stake,Map (digital or paper),WGS84 (from Digital Map),Windy Brace,Windy Brace,FLVOL03145,New Smyrna Beach Fishing Pier,,South Atlantic,FL,Volusia County,0,No,29.0314333333333,-80.9159,43755,Indian River,3145,325,2,3,Stake and flag set into grass just South of boat ramp East of restrooms.,29.03202,-80.91635,10/2/2022 5:00:00 AM,0.81,2,2,N/A,27071,7,0,4,14456,,Coastal,10/2/2022 5:00:00 AM,1,4,105,105,,,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.6469,-81.8681,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,,Map (digital or paper),WGS84 (from Digital Map),Corin Downs,Corin Downs,FLLEE20980,"Edison Bridge over the Caloosahatchee River at Fort Myers, FL",,Gulf of Mexico,FL,Lee County,,Yes,26.65485,-81.87183,43756,Caloosahatchee River,20980,325,5,1,Seed line inside the Royal Palm Towers building on south side of lobby,26.6469,-81.8681,10/3/2022 4:00:00 AM,7.52,2,2,Left,,,,4,,,Riverine,10/3/2022 4:00:00 AM,1,4,101,101,,,HWM-6,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.6469,-81.8681,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,,Map (digital or paper),WGS84 (from Digital Map),Corin Downs,Corin Downs,FLLEE20980,"Edison Bridge over the Caloosahatchee River at Fort Myers, FL",,Gulf of Mexico,FL,Lee County,,Yes,26.65485,-81.87183,43757,Caloosahatchee River,20980,325,5,1,Seed line inside the Royal Palm Towers building on south side of lobby,26.6469,-81.8681,10/3/2022 4:00:00 AM,7.5,2,2,Left,,,,4,,,Riverine,10/3/2022 4:00:00 AM,1,4,101,101,,,HWM-7,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.6469,-81.8681,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,,,Map (digital or paper),WGS84 (from Digital Map),Corin Downs,Corin Downs,FLLEE20980,"Edison Bridge over the Caloosahatchee River at Fort Myers, FL",,Gulf of Mexico,FL,Lee County,,Yes,26.65485,-81.87183,43758,Caloosahatchee River,20980,325,5,1,Seed line inside the Royal Palm Towers building on south side of lobby,26.6469,-81.8681,10/3/2022 4:00:00 AM,7.55,2,2,N/A,,,,4,,,Riverine,10/3/2022 4:00:00 AM,0,4,101,101,,,HWM-8,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.14169,-81.790161,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,,Phone/Car GPS,WGS84 (from Digital Map),Corin Downs,Corin Downs,FLCOL03297,"Gordon River Bridge at Naples, FL",,Gulf of Mexico,FL,Collier County,,Yes,26.14181,-81.79029,43759,Gordon River,3297,325,5,2,"Outside seed lines on parking lot side of Pinchers Crab Shack. Seed lines are on blue siding of Pinchers, to the left of entrance. Address is 1200 5th Ave S, Naples, FL 34102. Parking lot adjacent to pedestrian bridge.",26.14169,-81.790161,10/3/2022 4:00:00 AM,7.15,2,2,N/A,27008,,7.14,3,,,Riverine,10/3/2022 4:00:00 AM,0,4,101,101,,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.141696,-81.790321,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,,Phone/Car GPS,WGS84 (from Digital Map),Corin Downs,Corin Downs,FLCOL03297,"Gordon River Bridge at Naples, FL",,Gulf of Mexico,FL,Collier County,,Yes,26.14181,-81.79029,43760,Gordon River,3297,325,5,2,"Outside seed lines on parking lot side of Naples Sweatshirt shop, adjacent to Pinchers. Seed lines are on  red siding of Naples Sweatshirts, facing bridge.",26.141696,-81.790321,10/3/2022 4:00:00 AM,7.13,2,2,N/A,27007,,7.12,3,,,Riverine,10/3/2022 4:00:00 AM,0,4,101,101,,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.762549,-81.253547,2022 Ian,Seed line,Poor: +/- 0.40 ft,NAVD88,,Patrick Ryan,,Map (digital or paper),WGS84 (from Digital Map),,Patrick Ryan,FLSTJ03125,Green Road Boat Ramp,,South Atlantic,FL,St. Johns County,0,Yes,29.7624444444444,-81.2538888888889,43761,Matanzas River,3125,325,5,4,"Seed line approximately 40 ft east of sensor, on shell/concrete barrier wall.",29.762549,-81.253547,10/3/2022 5:00:00 AM,6.89,2,,N/A,27026,,6.89,4,,,Coastal,10/3/2022 5:00:00 AM,0,4,,85,,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
29.762309,-81.252702,2022 Ian,Seed line,Good: +/- 0.10 ft,,,Patrick Ryan,,Map (digital or paper),WGS84 (from Digital Map),Rachel Oliphant,Rachel Oliphant,FLSTJ03125,Green Road Boat Ramp,,South Atlantic,FL,St. Johns County,0,Yes,29.7624444444444,-81.2538888888889,43763,Matanzas River,3125,325,5,2,Seed-line/stain on screen/window of apartment porch. SW of intersection Middleton Ave and Green St. SE of Middleton road approximately 70ft.,29.762309,-81.252702,10/3/2022 4:00:00 AM,6.63,,,N/A,27025,,6.63,4,,,Coastal,10/3/2022 4:00:00 AM,0,4,1830,1830,,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.131748,-81.804749,2022 Ian,Mud,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,,Phone/Car GPS,WGS84 (from Digital Map),Corin Downs,Corin Downs,FLCOL03296,Gulf of Mexico at the Naples Pier.,,"Gulf of Mexico, Coastal Change Hazards (CCH)",FL,Collier County,,Yes,26.13172,-81.80646,43765,Gulf of Mexico,3296,325,1,2,Mudline marked on Light pole on SW corner of 12th Ave S and Gulf Shore Blvd S.,26.131748,-81.804749,10/2/2022 4:00:00 AM,8.14,2,2,N/A,27005,,,3,,,Coastal,10/3/2022 4:00:00 AM,0,4,101,101,,,HWM-1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.131713,-81.804727,2022 Ian,Mud,Good: +/- 0.10 ft,NAVD88,Level Gun,Kevin Grimsley,,Phone/Car GPS,WGS84 (from Digital Map),Corin Downs,Corin Downs,FLCOL03296,Gulf of Mexico at the Naples Pier.,,"Gulf of Mexico, Coastal Change Hazards (CCH)",FL,Collier County,,Yes,26.13172,-81.80646,43766,Gulf of Mexico,3296,325,1,2,"Mudline marked on south side of electrical box, located on SW corner of 12th Ave S and Gulf Shore Blvd S.",26.131713,-81.804727,10/2/2022 4:00:00 AM,8.03,2,2,N/A,27004,,,3,,,Coastal,10/3/2022 4:00:00 AM,0,4,101,101,,,HWM-2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.419133,-81.420243,2022 Ian,Debris,Fair: +/- 0.20 ft,NAVD88,Level Gun,Patrick Ryan,Stake,Phone/Car GPS,WGS84 (from Digital Map),Windy Brace,Windy Brace,FLDUV03110,Fort George River/Inlet,,South Atlantic,FL,Duval County,0,Yes,30.42075,-81.4208333333333,43773,Fort George River,3110,325,2,3,Debris on entrance road for park,30.419133,-81.420243,10/3/2022 4:00:00 AM,6.67,2,2,N/A,26977,7,0,3,14459,,Coastal,10/3/2022 4:00:00 AM,1,4,105,105,,,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.48725,-81.94233,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32669,HWM at 17989 Pine Ridge Rd  Fort Myers,,,FL,Lee County,,No,26.48725,-81.94233,43775,Gulf of Mexico,32669,325,5,1,at the Beach Outlet at the corner of Pine Ridge Rd and San Carlos.  Excellent line running around inside of building and surveyed at NE corner.,26.48725,-81.94233,10/7/2022 5:00:00 AM,10.5,2,2,N/A,27172,4,0.65,3,,Mark is 0.65 ft above sidewalk at survey point but 1.45 ft above parking lot elevation.,Coastal,10/7/2022 5:00:00 AM,0,2,1990,1990,0.06,0.05,TEAM6_001E,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
37.127509,-75.95017,2022 Ian,Debris,Poor: +/- 0.40 ft,NAVD88,Level Gun,Amanda Hodges,Not marked,Map (digital or paper),NAD83,Bryan Pula,Bryan Pula,VANOR00004,"VIRGINIA INSIDE PASSAGE AT KIPTOPEKE, VA",Priority 1 (network or time critical),"North Atlantic, SWaTH",VA,Northampton County,0,No,37.127509,-75.95017,43776,Virginia Inside Passage,7748,325,2,4,,37.127509,-75.95017,10/5/2022 4:00:00 AM,4.07,2,2,N/A,26874,8,,4,,The HWM elevation is an average of 3 surveyed readings of the same HWM,Coastal,10/5/2022 4:00:00 AM,0,2,1904,1904,,,HWM,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
30.324502,-81.434915,2022 Ian,Debris,Fair: +/- 0.20 ft,NAVD88,Level Gun,Patrick Ryan,Stake,Phone/Car GPS,WGS84 (from Digital Map),Windy Brace,Windy Brace,FLDUV17794,Atlantic Boulevard Bridge Westbound,,South Atlantic,FL,Duval County,,No,30.32414648,-81.434994882,43777,Intracoastal waterway,17794,325,2,3,Debris line north side of road near guardrail.,30.324502,-81.434915,10/3/2022 4:00:00 AM,4.48,2,2,N/A,26985,7,0.27,3,14460,,Coastal,10/3/2022 4:00:00 AM,1,4,105,105,,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.48673,-81.935522,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32670,good seed line inside house,,,FL,Lee County,,No,26.48673,-81.935522,43778,Gulf of Mexico,32670,325,5,2,on door seal,26.48673,-81.935522,10/7/2022 5:00:00 AM,11.1,2,6,N/A,27300,4,1.59,3,,"seed line
1.59 ft to floor
4.3 ft to driveway pad outside",Coastal,10/7/2022 5:00:00 AM,0,2,1990,1990,0.036,0.1,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.481,-81.936205,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32671,Seed line left side of SW entrance from carport,,,FL,Lee County,,No,26.481,-81.936205,43780,Gulf of Mexico,32671,325,5,2,"Seed line left side of SW entrance from carport. Left side as
you walk through the door on a green wall 2.96 ft above floor.
Mark is 4.96 ft above the carport concrete.",26.481,-81.936205,10/7/2022 5:00:00 AM,11.4,2,2,N/A,27175,4,2.96,3,,Inside of house and the line is visible on multiple walls. Well defined. Line with HWM written under in black.,Coastal,10/7/2022 5:00:00 AM,0,2,1990,1990,0.036,0.1,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.4803,-81.94887,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32672,excellent seed line,,,FL,Lee County,,No,26.4803,-81.94887,43784,Gulf of Mexico,32672,325,5,1,"Seed line on south wall of house on concrete block wall in
between two sliding bay doors",26.4803,-81.94887,10/7/2022 5:00:00 AM,12.1,2,6,N/A,27174,4,6.06,3,,In doors and very well defined seed line on back side of wall from flow direction.  Black line with HWM written above,Coastal,10/7/2022 5:00:00 AM,0,2,1990,1990,0.036,0.05,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.47892,-81.95111,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,Level Gun,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32673,Lattitude 26 waterfront boutique resort,,,FL,Lee County,,No,26.47892,-81.95111,43785,Gulf of Mexico,32673,325,5,1,"excellent seed line inside room 109. Windows were not busted
out of this room or room 110 but were on all others so marks are
stillwater",26.47892,-81.95111,10/7/2022 5:00:00 AM,12.3,2,2,N/A,27164,4,6.75,3,,transposed line to door seal on both,Coastal,10/7/2022 5:00:00 AM,0,2,1990,1990,0.004,0.05,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
38.77762,-75.14064,2022 Ian,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Nail,RT-GNSS,NAD83,Chris Lewis,Chris Lewis,DESUS04427,Lewes and Rehoboth Canal north at Lewes Canal Front Park,Priority 1 (network or time critical),"SWaTH, North Atlantic",DE,Sussex County,0,No,38.777739,-75.14015,43786,Lewes and Rehoboth Canal,4427,325,5,1,Seed line on Piling stream ward of RM1,38.77762,-75.14064,10/5/2022 5:00:00 AM,4.39,2,6,N/A,,5,,6,,,Coastal,10/5/2022 5:00:00 AM,0,2,917,917,0.08,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
26.468225,-81.95072,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,Level Gun,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLLEE32674,hwm 2nd floor stairwell,,,FL,Lee County,,No,26.468225,-81.95072,43787,Gulf of Mexico,32674,325,5,2,good seed line in stairwell above level of second floor,26.468225,-81.95072,10/7/2022 5:00:00 AM,12.5,2,2,N/A,27330,4,0.23,3,,"upstairs of house and most of structure is sound with little missing window and stairwell
acts as a good stilling well
distance to ground is to the second floor of the home, could not get to ground level",Coastal,10/7/2022 5:00:00 AM,0,2,1990,1990,0.036,0.1,hwm1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.264004,-81.451543,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLOSC32675,seed line,,,FL,Osceola County,,No,28.264004,-81.451543,43788,Shingle Creek,32675,325,5,2,"Group 7 1443 Westgate Dr Door 6

North corner of building behind downspout.",28.264004,-81.451543,10/17/2022 5:00:00 AM,63,2,6,N/A,27397,4,2.21,3,,,Riverine,10/7/2022 5:00:00 AM,1,2,1990,1990,0.13,,Team10_001_G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.265454,-81.447424,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLOSC32676,HWM from Shingle Creek,,,FL,Osceola County,,No,28.265454,-81.447424,43789,Shingle Creek,32676,325,5,2,Group 3  4152 Northgate Dr West corner of building B next to down spout. Back side of building.,28.265454,-81.447424,10/17/2022 5:00:00 AM,62.9,2,6,N/A,27396,4,2.78,3,,,Riverine,10/7/2022 5:00:00 AM,0,2,1990,1990,0.13,,TEAM10_001_G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.264087,-81.444011,2022 Ian,Debris,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLOSC32677,Shingle Creek HWM,,,FL,Osceola County,,No,28.264087,-81.444011,43790,Shingle Creek,32677,325,2,2,Group 7 1432 Aldersgate Dr. Back of building next power meters and century post. End of parking lot for building. Just across from mail box.,28.264087,-81.444011,10/17/2022 5:00:00 AM,62.6,2,6,N/A,27395,4,1.4,3,,,Riverine,10/7/2022 5:00:00 AM,0,2,1990,1990,0.13,,TEAM10_001_G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.259778,-81.448832,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Missing Approval,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLOSC32678,HWM from Shingle Creek,,,FL,Osceola County,,No,28.259778,-81.448832,43791,Shingle Creek,32678,325,5,2,Concrete wall to the entrance of Cambridge St and Westgate Dr.  North side of the south structure behind the plants as seen from road. Marked with stake in ground with yellow flagging.,28.259778,-81.448832,10/17/2022 5:00:00 AM,62.9,2,6,N/A,27394,4,3.29,3,,,Riverine,10/7/2022 5:00:00 AM,0,2,1990,1990,0.13,,TEAM10_001_G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
28.263917,-81.440964,2022 Ian,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,John Storm,Marker,Phone/Car GPS,NAD83,John Storm,John Storm,FLOSC32679,HWM from Shingle Creek,,,FL,Osceola County,,No,28.263917,-81.440964,43792,Shingle Creek,32679,325,5,2,Mark on south west corner of community building just east of pool. 5’ right of pool gate post marked with yellow tape.,28.263917,-81.440964,10/17/2022 5:00:00 AM,62.5,2,6,N/A,27398,4,0.67,3,,,Riverine,10/7/2022 5:00:00 AM,0,2,1990,1990,0.13,,TEAM10_001_G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
